source,reprint,full_text,day_manual,num_chron_refs,lang_orig,any_date,writing_start_month,written,dubious,dated_day,type,cancelled,reg_section,posthumous,published,_id,ent_num,dated,french_title,scraped,month_combined,more_info,english_title,month_manual,spanish_title,pub_day,year_manual,writing_start_day,writing_end_day,writing_end_month,writing_end_year,notes,writing_end_approx,Chronicle_OCR,auth,translation,dated_month,day_combined,dated_year,pub_month,pub_year,writing_start_year,title,ent_id,Misc_Txt_Index,writing_start_approx,link,german_title,M_involved,year_combined,chron_refs,sampled
MEW 5:293-99.,,"The Russian note. [G] Die russische Note. (W) By M/E; authorship not ascribed. (D) 1848: Aug 1. (P) Aug 3, in NRZ. N/s. (S) MEW 5:293-99. (Tr) MECW 7:307. ->48:52.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,1,"[""Journalism""]",,ME,,"Aug 3, in NRZ. N/s.",ObjectId(630af2b45e934cb195acb3ce),148,1848: Aug 1.,,true,Aug,,,,,3,,,,,,,,,,MECW 7:307. ->48:52.,Aug,1,1848,Aug,1848,,The Russian note.,ME0148,,,,Die russische Note.,true,1848,"[""recHKEIvlOnWyp9bA""]",true
MEW 6:314-19.,,"The speech from the throne. [G] Die Thronrede. (W) By M/E; authorship not ascribed. (D) 1849: Feb 28, Mar 1. (P) Mar 1, 2, in NRZ, in 2 installs. N/s. (S) MEW 6:314-19. (Tr) MECW 8:445. ->49:15.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,28,"[""Journalism""]",,ME,,"Mar 1, 2, in NRZ, in 2 installs. N/s.",ObjectId(630af2b45e934cb195acb3d9),158,"1849: Feb 28, Mar 1.",,true,Feb,,,,,1,,,,,,,,,,MECW 8:445. ->49:15.,Feb,28,1849,Mar,1849,,The speech from the throne.,ME0158,,,,Die Thronrede.,true,1849,"[""recWIsVX6LBzrWUlC""]",true
,,"The. attempt to expel Schapper. [G] (W) By M/E; authorship not ascribed. (D) 1848: Aug 18. (P) Aug 19, in NRZ. N/s. (Tr) MECW 7:390-92. (++) Not in MEW. -* 48:54.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,18,"[""Journalism"",""Ascribed to Schapper in MEGA2 I/7, p. 924""]",,ME,,"Aug 19, in NRZ. N/s.",ObjectId(630af2b45e934cb195acb3db),16,1848: Aug 18.,,true,Aug,Not in MEW. -* 48:54.,,,,19,,,,,,,,,,MECW 7:390-92.,Aug,18,1848,Aug,1848,,The. attempt to expel Schapper.,ME0016,,,,,true,1848,"[""recisJHruz02qxRUS""]",true
MEW 7:464-65.,,"Statement [against Arnold Rüge]. [G] Erklärung [gegen Arnold Rüge). (D) 1851: Jan 27. Signed by M&E; drafted by M. (P/P) 1930, in Russian, in M-E: Sochineniia. (S) MEW 7:464-65. (Tr) MECW 10:535. -> 51:5.",,1,"[""German""]",1,,,,27,"[""Public Statements""]",,ME,"1930, in Russian, in M-E: Sochineniia.",,ObjectId(630af2b45e934cb195acb3de),162,1851: Jan 27. Signed by M&E; drafted by M.,,true,Jan,,,,,,,,,,,,,,,MECW 10:535. -> 51:5.,Jan,27,1851,,,,Statement [against Arnold Rüge].,ME0162,,,,Erklärung [gegen Arnold Rüge).,true,1851,"[""recTMTXlR8GPptqGb""]",true
MEW 7:325-26.,,"To the editors of the Weser-Zeitung. [G] An die Redaktion der “Weser-Zeitung.” (D) 1850: July 2. (P) July 10, in the Tages-Chronik (Bremen). Signed by M&E. (S) MEW 7:325-26. (Tr) MECW 10:390. -> 50:25.",,1,"[""German""]",1,,,,2,"[""Letter to Editor""]",,ME,,"July 10, in the TagesChronik (Bremen). Signed by M&E.",ObjectId(630af2b45e934cb195acb3f5),183,1850: July 2.,,true,Jul,,,,,10,,,,,,,,,,MECW 10:390. -> 50:25.,Jul,2,1850,Jul,1850,,To the editors of the Weser-Zeitung.,ME0183,,,,An die Redaktion der “Weser-Zeitung.”,true,1850,"[""recJbzGULaOrenex3""]",true
MEW 7:306-12.,,"Address of the Central Committee to the Communist League, June 1850. [G] Ansprache der Zentralbehörde an den Bund vom Juni 1850. (W) 1850: betw May D and June A, at latest June c.7. (P) June A, at latest June 9, as a handwritten circular to League members, with same heading as the March address (#ME2). —July 11 and after: extracts or summaries in some German papers, incl the Leipziger Ztg. —1852-1853: same as the March address (#ME2). —1885: same as #ME2. (S) MEW 7:306-12. (Tr) MECW 10:371 (“Address of the Central Authority . . .”). —ST/ME12 (CCT) 245 (Ind); ST/ M94 (R48) 331 (Ind). (++) For the term “address"" see #ME2. —Some question has been raised as to M&E’s authorship. —► 50:22.",,1,"[""German""]",1,May,"1850: betw May D and June A, at latest June c.7.",,,"[""Speeches/Addresses""]",,ME,,"June A, at latest June 9, as a handwritten circular to League members, with same heading as the March address (#ME2). —July 11 and after: extracts or summaries in some German papers, incl the Leipziger Ztg. —1852-1853: same as the March address (#ME2). —1885: same as #ME2.",ObjectId(630af2b45e934cb195acb40b),3,,,true,May,"For the term “address"" see #ME2. —Some question has been raised as to M&E’s authorship. —► 50:22.",,,,,,D,7,Jun,1850,,true,,,MECW 10:371 (“Address of the Central Authority . . .”). —ST/ME12 (CCT) 245 (Ind); ST/ M94 (R48) 331 (Ind).,,D,,,,1850,"Address of the Central Committee to the Communist League, June 1850.",ME0003,,,,Ansprache der Zentralbehörde an den Bund vom Juni 1850.,true,1850,"[""recYfPEp7eKP50oV5""]",true
"MEW 18:95—96, and also 4:573.",,"------------. Preface to the German edition of 1872. [G] Vorwort.... (D) 1872: June 24. (P) July, in the pubd edn. (S) MEW 18:95—96, and also 4:573. (Tr) ME:SW 1:98; ST/ME9 (BCM) 129; and see list of trans under main work. -> 72:34,61; 84:5; 85:40.",,3,"[""German""]",1,,,,24,"[""Introduction""]",,ME,,"July, in the pubd edn.",ObjectId(630af2b45e934cb195acb412),36,1872: June 24.,,true,Jun,,,,,,,,,,,,,,,"ME:SW 1:98; ST/ME9 (BCM) 129; and see list of trans under main work. -> 72:34,61; 84:5; 85:40.",Jun,24,1872,Jul,1872,,------------. Preface to the German edition of 1872.,ME0036,,,,Vorwort....,true,1872,"[""recaH0Rl4p0yh9OHv"",""recBN5Su95evqQKlK"",""recTd474o2vdqXQdK""]",true
New Mega 1.10:489-90.,,"Draft statement by Heinrich Bauer and Karl Pfänder on the funds of the German Workers’ Educational Association in London. |G] (W) 1850: prob betw Dec 24 and Dec 31. N/t. The draft was written by E, revised by M, and signed by Bauer and Pfänder. (P/P) 1977, in Russian, in M-E: Sochineniia. (S) New Mega 1.10:489-90. (Tr) MECW 10:533-34. -> 50:45.",,1,"[""German""]",1,Dec,"1850: prob betw Dec 24 and Dec 31. N/t. The draft was written by E, revised by M, and signed by Bauer and Pfänder.",,,"[""Public Statements""]",,ME,"1977, in Russian, in M-E: Sochineniia.",,ObjectId(630af2b45e934cb195acb424),52,,,true,Dec,,,,,,,24,31,Dec,1850,,,,,MECW 10:53334. -> 50:45.,,24,,,,1850,Draft statement by Heinrich Bauer and Karl Pfänder on the funds of the German Workers’ Educational Association in London. |G],ME0052,,,,,true,1850,"[""recKq9tXRZPPNL7HV""]",true
MEW 7:299-301.,,"Gottfried Kinkel. [G] Ditto. (W) 1850: Apr M. (P) May c.20, in NRZ-Revue, no. 4. N/s. (S) MEW 7:299-301. (Tr) MECW 10:345. —>50:10,14,18.",,3,"[""German""]",1,Apr,1850: Apr M.,,,"[""Journalism""]",,ME,,"May c.20, in NRZ-Revue, no. 4. N/s.",ObjectId(630af2b45e934cb195acb437),69,,,true,Apr,,,,,20,,M,,,,,,,,"MECW 10:345. —>50:10,14,18.",,M,,May,1850,1850,Gottfried Kinkel.,ME0069,,,,Ditto.,true,1850,"[""rec8MTEiUtm1x0dgk"",""recQKKdVeAReHJEpW"",""recj8kf3kdYLy0K36""]",true
MEW 11:84-86.,,"Parliamentary and military affairs. (GJ Parlamentarisches und Militärisches. (D) 1855: Feb 20. (P) Feb 23, in NOZ. N/s. (S) MEW 11:84-86. (Tr) MECW 14:40. (++) This article (along with #ME39) was reworked by M from #E914, q.v. —>55:9.",,1,"[""German""]",1,,,,20,"[""Journalism""]",,ME,,"Feb 23, in NOZ. N/s.",ObjectId(630af2b45e934cb195acb3a5),112,1855: Feb 20.,,true,Feb,"This article (along with #ME39) was reworked by M from #E914, q.v. —>55:9.",,,,23,,,,,,,,,,MECW 14:40.,Feb,20,1855,Feb,1855,,Parliamentary and military affairs. (GJ Parlamentarisches und Militärisches.,ME0112,,,,,true,1855,"[""rec20oktaeDVBOGWw""]",true
MEW 6:260.,,"The political trial. |G| Der politische Prozess. (W) 1849: Feb c.9; by M/E: authorship not ascribed. (P) Feb 10, in NRZ. N/s. (S) MEW 6:260. (Tr) MECW 8:342. (++) The apparent dateline “Feb 3"" is, on closer inspection, the dateline of an article quoted from another paper. —> 49:8.",,1,"[""German""]",1,Feb,1849: Feb c.9; by M/E: authorship not ascribed.,,,"[""Journalism""]",,ME,,"Feb 10, in NRZ. N/s.",ObjectId(630af2b45e934cb195acb3a7),114,,,true,Feb,"The apparent dateline “Feb 3"" is, on closer inspection, the dateline of an article quoted from another paper. —> 49:8.",,,,10,,9,,,,,,,,MECW 8:342.,,9,,Feb,1849,1849,The political trial. |G| Der politische Prozess.,ME0114,,true,,,true,1849,"[""recHJHdZxzw3eiuI9""]",true
MEW 6:69-74.,,"The report of the Frankfurt Committee on Austrian Affairs. [G] Der Bericht des Frankfurter Ausschusses über die östreichischen Angelegenheiten. (W) By M/E; authorship not ascribed. (D) 1848: Nov 27. (P) Nov 28, in NRZ. N/s. (S) MEW 6:69-74. (Tr) MECW 8:88. (++) See note appended to #ME92. —>48:81.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,27,"[""Journalism""]",,ME,,"Nov 28, in NRZ. N/s.",ObjectId(630af2b45e934cb195acb3bb),130,1848: Nov 27.,,true,Nov,See note appended to #ME92. —>48:81.,,,,28,,,,,,,,,,MECW 8:88.,Nov,27,1848,Nov,1848,,The report of the Frankfurt Committee on Austrian Affairs. |G] Der Bericht des Frankfurter Ausschusses über die östreichischen Angelegenheiten.,ME0130,,,,,true,1848,"[""recHb4Yakju4J9qcT""]",true
MEW 7:213-25.,,"Review [January-February 1850]. [G] Revue [Januar/Februar 1850]. (W) 1850: Jan 31 to Feb. The dateline Jan 31 occurs near the end, followed by an undated afterword, prob written Feb CD. (P) Mar c.22, in NRZ-Revue, no. 2. N/s. (S) MEW 7:213-25. (Tr) MECW 10:257; ST/M94 (R48) 265 (Ind). -► 50:4, 6. 10.",,3,"[""German""]",1,Jan,"1850: Jan 31 to Feb. The dateline Jan 31 occurs near the end, followed by an undated afterword, prob written Feb CD.",,,"[""Journalism""]",,ME,,"Mar c.22, in NRZ-Revue, no. 2. N/s.",ObjectId(630af2b45e934cb195acb3bf),134,,,true,Jan,,,,,22,,31,,Feb,1850,,,,,"MECW 10:257; ST/M94 (R48) 265 (Ind). -► 50:4, 6. 10.",,31,,Mar,1850,1850,Review [January-February 1850].,ME0134,,,,Revue [Januar/Februar 1850].,true,1850,"[""recURnargVZfHpisx"",""recJetHW5w3FunMy1"",""rec8MTEiUtm1x0dgk""]",true
MEW 6:209-11.,,"The situation in Paris. [G] Zustand in Paris. (W) By M/E; authorship not ascribed. (D) 1849: Jan 28. (P) Jan 31, in NRZ. N/s. (S) MEW 6:209-11. (Tr) MECW 8:281. ->49:3.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,28,"[""Journalism""]",,ME,,"Jan 31, in NRZ. N/s.",ObjectId(630af2b45e934cb195acb3d5),154,1849: Jan 28.,,true,Jan,,,,,31,,,,,,,,,,MECW 8:281. ->49:3.,Jan,28,1849,Jan,1849,,The situation in Paris.,ME0154,,,,Zustand in Paris.,true,1849,"[""reczO523lFsLPQbwg""]",true
MEW 6:326-31.,,"The state of trade. [G] Die Handelslage. (W) By M/E; authorship not ascribed. (D) 1849: Mar 6. (P) Mar 7, in NRZ. N/s. (S) MEW 6:326-31. (Tr) MECW 9:3. ->49:15.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,6,"[""Journalism""]",,ME,,"Mar 7, in NRZ. N/s.",ObjectId(630af2b45e934cb195acb3dd),161,1849: Mar 6.,,true,Mar,,,,,7,,,,,,,,,,MECW 9:3. ->49:15.,Mar,6,1849,Mar,1849,,The state of trade.,ME0161,,,,Die Handelslage.,true,1849,"[""recWIsVX6LBzrWUlC""]",true
,,"To Spanish sections of the International Working Men’s Association. [Sp] A las secciones espanolas de la Asociaciôn Internacional de los Trabajadores. (D) 1872: Aug 8; date of adoption by the GC. (P) Aug 17, in La Emancipaciôn. Signed by the GC. (Tr) GCFI 5:446. (++) In MEW 18:122-24. —This letter cites the whole of #E865. -> 72:42.",,1,"[""Spanish""]",1,,,,8,"[""Resolution""]",,ME,,"Aug 17, in La Emancipaciôn. Signed by the GC.",ObjectId(630af2b45e934cb195acb3ea),173,1872: Aug 8; date of adoption by the GC.,,true,Aug,In MEW 18:122-24. —This letter cites the whole of #E865. -> 72:42.,,,,17,,,,,,,,"[""recWqrAF3Je3Sb6L5""]",,GCFI 5:446.,Aug,8,1872,Aug,1872,,To Spanish sections of the International Working Men’s Association. [SpJ A las secciones espanolas de la Asociaciôn Internacional de los Trabajadores.,ME0173,,,,,true,1872,"[""recWqrAF3Je3Sb6L5""]",true
"MEGA III, 1:313-14.",,"To the editor of the ""Times.” [E] (D) 1852: Jan 29. Signed: A Prussian. (P/P) In MEGA. (S) MEGA III, 1:313-14. (Tr) MECW 11:210. (++) In MEW 8:219. — Drafted by E on M's proposal, and sent by M to the Times; not pubd. E sent a similar letter to the Daily News. -> 52:3.",,1,"[""English""]",1,,,,29,"[""Letter to Editor""]",,ME,In MEGA.,,ObjectId(630af2b45e934cb195acb3f2),180,1852: Jan 29. Signed: A Prussian.,,true,Jan,"In MEW 8:219. — Drafted by E on M's proposal, and sent by M to the Times; not pubd. E sent a similar letter to the Daily News. -> 52:3.",,,,,,,,,,,,,,MECW 11:210.,Jan,29,1852,,,,"To the editor of the ""Times.”",ME0180,,,,,true,1852,"[""recjLLjiZogbNVzeP""]",true
ST/ME4 (ANAC) 117; MECW 18:172; ST/ M82 (Pad/7) 352.,,"Blücher. [E] (W) 1857: betw Sep 22 and Oct 30. (P) 1858: in NAC 3:386. N/s. (S) ST/ME4 (ANAC) 117; MECW 18:172; ST/ M82 (Pad/7) 352. (++) M collected most of the biographical material and did the finished article. —In MEW 14:170-86. -> 57:38, 41.",,2,"[""English""]",1,Sep,1857: betw Sep 22 and Oct 30.,,,"[""Encyclopedia Article""]",,ME,,1858: in NAC 3:386. N/s.,ObjectId(630af2b45e934cb195acb404),23,,,true,Sep,"M collected most of the biographical material and did the finished article. —In MEW 14:170-86. -> 57:38, 41.",,,,,,22,30,Oct,1857,,,,,,,22,,,1858,1857,Blücher.,ME0023,,,,,true,1857,"[""recuw01iIcGTtXvdZ"",""rec9F3n7YLiSlyOxJ""]",true
MECW 12:3-12.,%ST/M28 (EQ) 1 (“Turkey”): %ST/ME56 (RME) 121; %ST/M58 (OCM) 46 (“Turkey”).,"British politics—Disraeli—The refugees—Mazzini in London—Turkey. |E] (W) 1853: Mar 12-22. (D) Mar 22. (P) Apr 7, in NYDT, #3736, pp. 5def, 6a. Signed. (S) MECW 12:3-12. (Re) %ST/M28 (EQ) 1 (“Turkey”): %ST/ME56 (RME) 121; %ST/M58 (OCM) 46 (“Turkey”). (++) Section on “Turkey” by E; rest by M. —In MEW 9:312. —♦53:15.",,1,"[""English""]",1,Mar,1853: Mar 12-22.,,22,"[""Journalism""]",,ME,,"Apr 7, in NYDT, #3736, pp. 5def, 6a. Signed.",ObjectId(630af2b45e934cb195acb406),25,Mar 22.,,true,Mar,Section on “Turkey” by E; rest by M. —In MEW 9:312. —♦53:15.,,,,7,,12,22,Mar,1853,,,,,,Mar,12,1853,Apr,1853,1853,British politics—Disraeli—The refugees—Mazzini in London—Turkey.,ME0025,,,,,true,1853,"[""rec7jlep5cPw3e5LD""]",true
"MEW 5:3-5; text of the Cologne Apr 1848 flysheet. —Bund d. Kom. (ST/9) 1:739; text of the first printing, with notes on variants.",,"Demands of the Communist party in Germany. [G] Forderungen der Kommunistischen Partei in Deutschland. (W) 1848: betw Mar 21 and Mar 24 (says MECW; MEW says Mar 21-29). (P) Mar 24 or 25, as a flysheet, in Paris. Signed: The Committee, Marx, Schapper, Bauer, Engels, Moll, W. Wolff. — Soon thereafter, in Paris, another printing, with slight changes. —Apr, reprint (of the original text) in a number of German papers, beginning with the Düsseldorfer Ztg (Apr 5), the Berliner Zeitungs-Halle (Apr 5-6). Also Apr, CL pubd new printings in Cologne, with slight changes (see note below). —Sep A, another printing in Cologne. —1848-1849: repeatedly repr’d as a flysheet and in the press. —Also repr’d in various forms after the revolution. —1853: abridged version in Wermuth and Stieber (ST/72). —1885: in #E556, E quoted an abridged version (perhaps because he was using the Wermuth and Stieber version). (S) MEW 5:3-5; text of the Cologne Apr 1848 flysheet. —Bund d. Kom. (ST/9) 1:739; text of the first printing, with notes on variants. (Tr) MECW 7:3; ST/ME62 (SW35) 2:17. —ST/M94 (R48) 109 (Ind); ST/ ME9 (BCM) 190 (Ind); ST/ME14 (CM/R) 345 (Ind); ST/29 (Henderson) 1:388 (Ind); ST/M84 (Pad/1) 108 and 427 (two different trans). (++) Re the variation in the Cologne 1848 flysheet: one variant affecting content needs to be noted. In point 10, para 2, the first printing said: “weld the interests of the conservative bourgeois to the government.*' The second printing (Paris) changed “government"" to “revolution."" Subseq printings in Cologne in Apr changed the phrase to “bind the interests of the conservative bourgeois to the revolution."" (MECW 7:4, 601 is in error on this.) -> 48:26, 31, 60,62, 71.",,5,"[""German""]",1,Mar,1848: betw Mar 21 and Mar 24 (says MECW; MEW says Mar 21-29).,,,"[""Pamphlet""]",,ME,,"Mar 24 or 25, as a flysheet, in Paris. Signed: The Committee, Marx, Schapper, Bauer, Engels, Moll, W. Wolff. — Soon thereafter, in Paris, another printing, with slight changes. —Apr, reprint (of the original text) in a number of German papers, beginning with the Düsseldorfer Ztg (Apr 5), the Berliner Zeitungs-Halle (Apr 5-6). Also Apr, CL pubd new printings in Cologne, with slight changes (see note below). —Sep A, another printing in Cologne. —1848-1849: repeatedly repr’d as a flysheet and in the press. —Also repr’d in various forms after the revolution. —1853: abridged version in Wermuth and Stieber (ST/72). —1885: in #E556, E quoted an abridged version (perhaps because he was using the Wermuth and Stieber version).",ObjectId(630af2b45e934cb195acb41f),48,,,true,Mar,"Re the variation in the Cologne 1848 flysheet: one variant affecting content needs to be noted. In point 10, para 2, the first printing said: “weld the interests of the conservative bourgeois to the government.*' The second printing (Paris) changed “government"" to “revolution."" Subseq printings in Cologne in Apr changed the phrase to “bind the interests of the conservative bourgeois to the revolution."" (MECW 7:4, 601 is in error on this.) -> 48:26, 31, 60,62, 71.",,,,24,,21,24,Mar,1848,,,,,MECW 7:3; ST/ME62 (SW35) 2:17. —ST/M94 (R48) 109 (Ind); ST/ ME9 (BCM) 190 (Ind); ST/ME14 (CM/R) 345 (Ind); ST/29 (Henderson) 1:388 (Ind); ST/M84 (Pad/1) 108 and 427 (two different trans).,,21,,Mar,1848,1848,Demands of the Communist party in Germany.,ME0048,,,,Forderungen der Kommunistischen Partei in Deutschland.,true,1848,"[""recmwSXCMecbXoMZR"",""rec4KibDX5EYersyh"",""reczw6o6lykpYkf6n"",""rec6eR8wAMiDwqPpZ"",""recrEGo06UUelripf""]",true
"New Mega 1,10:445. ->50:41.",,"Editorial notes in the NRZ-Revue. |G| Note. There are a number of brief editorial notes in this magazine that are either explicitly signed by the editor (i.e., Marx) or may be presumed to be his responsibility; yet not all are included in pubd Works, no doubt because of their insignificance. They are here described after the Bittel reprint (ST/53.5). The most important ed note is listed separately, i.e., #ME53 on Eccarius. All can be regarded as written just prior to publ; for publ dates, see *NRZ-Revue in the Glossary. • A. Announcement. [G] Anzeige. —In no. 1, at the beginning; signed “Editor"" (Die Redaction]. It apologizes for the late appearance of the magazine; makes promises of prompt publ (not to be kept); and announces the contents of coming issues. (Tr) MECW 10:41. —>50:6. • B. Note. [G] Bemerkung. —In no. 1, at the end; unsigned. Its text is: “Because of the pile-up of materials, the ‘Review and Correspondence’ (see table of contents) will not be pubd till the second number.” This refers to the fact that the issue’s “Contents"" had listed (separately): “Correspondence. From South Germany"" (perhaps meaning the W. Wolff excerpt pubd in no. 4), and “Review."" • C. Note on Didier. [G| —In no. 4, at the end, without heading or signature. (S) New Mega I, 10:321. (Tr) MECW 10:348. —Not in MEW. ->50:14. • D. Footnote to reprint of part of the Communist manifesto. |G] —In the last issue, no. 5-6; no heading. Section III of the Manifesto being reprinted here, an editorial footnote is hung from the title, stating: “We here present an excerpt from the Manifesto of the Communist Party written by Karl Marx and Friedrich Engels, published before the February Revolution (of 1848)."" Signed by the editor (A|nm|. d. R.). This is the first time M&E stated their authorship of the work. (S) New Mega 1,10:445. ->50:41.",,0,"[""German""]",0,,,,,"[""Insignificant""]",,ME,,,ObjectId(630af2b45e934cb195acb426),54,,,true,,,,,,,,,,,,,,,,"MECW 10:348. —Not in MEW. ->50:14. • D. Footnote to reprint of part of the Communist manifesto. |G] —In the last issue, no. 5-6; no heading. Section III of the Manifesto being reprinted here, an editorial footnote is hung from the title, stating: “We here present an excerpt from the Manifesto of the Communist Party written by Karl Marx and Friedrich Engels, published before the February Revolution (of 1848]."" Signed by the editor (A|nm|. d. R.). This is the first time M&E stated their authorship of the work.",,,,,,,"Editorial notes in the NRZ-Revue. |G| Note. There are a number of brief editorial notes in this magazine that are either explicitly signed by the editor (i.e., Marx) or may be presumed to be his responsibility; yet not all are included in pubd Works, no doubt because of their insignificance. They are here described after the Bittel reprint (ST/53.5). The most important ed note is listed separately, i.e., #ME53 on Eccarius. All can be regarded as written just prior to publ; for publ dates, see *NRZ-Revue in the Glossary. • A. Announcement.",ME0054,,,,"Bemerkung. —In no. 1, at the end; unsigned. Its text is: “Because of the pile-up of materials, the ‘Review and Correspondence’ (see table of contents) will not be pubd till the second number.” This refers to the fact that the issue’s “Contents"" had listed (separately): “Correspondence. From South Germany"" (perhaps meaning the W. Wolff excerpt pubd in no. 4), and “Review."" • C. Note on Didier. [G| —In no. 4, at the end, without heading or signature.",true,,,true
MEW 5:405-7.,,"The freedom of deliberations in Berlin. (G) Die Freiheit der Beratungen in Berlin. (W) By M/E; authorship not ascribed. (D) 1848: Sep 16. (P) Sep 17. in NRZ. N/s. (S) MEW 5:405-7. (Tr) MECW 7:436 (“Freedom of debate . . .""); ST/ME54 (R48/49) 128 (do.); ST/M84 (Pad/1) 439. -> 48:61.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,16,"[""Journalism""]",,ME,,Sep 17. in NRZ. N/s.,ObjectId(630af2b45e934cb195acb42f),61,1848: Sep 16.,,true,Sep,,,,,16,,,,,,,,,,"MECW 7:436 (“Freedom of debate . . .""); ST/ME54 (R48/49) 128 (do.); ST/M84 (Pad/1) 439. -> 48:61.",Sep,16,1848,Sep,1848,,The freedom of deliberations in Berlin. (GJ Die Freiheit der Beratungen in Berlin.,ME0061,,,,,true,1848,"[""recW39Lr3ecna2v2T""]",true
MEW 5:111.,,"News from Paris. (G) Nachrichten aus Paris. (W) By M/E; authorship not ascribed. (D) 1848: June 25. (P) June 26, in NRZ. N/t; n/s. (S) MEW 5:111. (Tr) MECW 7:123. —>48:41.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,25,"[""Journalism""]",,ME,,"June 26, in NRZ. N/t; n/s.",ObjectId(630af2b45e934cb195acb39b),103,1848: June 25.,,true,Jun,,,,,26,,,,,,,,,,MECW 7:123. —>48:41.,Jun,25,1848,Jun,1848,,News from Paris. |G) Nachrichten aus Paris.,ME0103,,,,,true,1848,"[""recsxhgDmDmyIQkqf""]",true
MEW 5:78.,,"Position of the parties in Cologne. [G] Stellung der Parteien in Köln. (W) By M/E; authorship not ascribed. (D) 1848: June 16. (P) June 18, in NRZ. N/s. (S) MEW 5:78. (Tr) MECW 7:87. ->48:38.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,16,"[""Journalism""]",,ME,,"June 18, in NRZ. N/s.",ObjectId(630af2b45e934cb195acb3a8),115,1848: June 16.,,true,Jun,,,,,18,,,,,,,,,,MECW 7:87. ->48:38.,Jun,16,1848,Jun,1848,,Position of the parties in Cologne.,ME0115,,,,Stellung der Parteien in Köln.,true,1848,"[""recpuQv196f5UFdBB""]",true
GCFI 4:315.,,"Propositions to be submitted to the (London] Conference by the General Council. |E| (W) 1871: Sep c.9. Notes handwritten by E, with additions by M; titled as at head. (P/P) 1962, in MEW; in English, in GCFI. (S) GCFI 4:315. (++) In MEW 17:407-8. — These propositions were submitted to the GC Sub-Comm on Sep 9, to the GC on Sep 12. -> 71:46.",,1,"[""English""]",1,Sep,"1871: Sep c.9. Notes handwritten by E, with additions by M; titled as at head.",,,"[""Notes""]",,ME,"1962, in MEW; in English, in GCFI.",,ObjectId(630af2b45e934cb195acb3ae),119,,,true,Sep,"In MEW 17:407-8. — These propositions were submitted to the GC Sub-Comm on Sep 9, to the GC on Sep 12. -> 71:46.",,,,,,9,,,,,,,,,,9,,,,1871,Propositions to be submitted to the (London] Conference by the General Council. |E|,ME0119,,true,,,true,1871,"[""recUEgFtqTTsXbryR""]",true
MECW 12:82.,,"The rocket affair—The Swiss insurrection. [E] (W) 1853: Apr 26-29. (D) Apr 29. (P) May 14. in NYDT, #3768, p. 5bc, under the rubric ""Great Britain."" Signed. (S) MECW 12:82. (++) In MEW 9:83-86. —M sent this article and #E798 as a single piece; divided by the NYDT. ->53:14,19.",,2,"[""English""]",1,Apr,1853: Apr 26-29.,,,"[""Journalism""]",,ME,,"May 14. in NYDT, #3768, p. 5bc, under the rubric ""Great Britain."" Signed.",ObjectId(630af2b45e934cb195acb3cb),145,Apr 29.,,true,Apr,"In MEW 9:83-86. —M sent this article and #E798 as a single piece; divided by the NYDT. ->53:14,19.",,,,14,,26,29,Apr,1853,,,,,,,26,,May,1853,1853,The rocket affair—The Swiss insurrection.,ME0145,,,,,true,1853,"[""recg0haoxL1rdSN9i"",""recUi9cp4abSUK9K4""]",true
MEW 6:323-25.,,"Rüge. [G] Ditto. (W) By M/E; authorship not ascribed. (D) 1849: Mar 9. (P) Mar 10, in NRZ. N/s. (S) MEW 6:323-25. (Tr) MECW 9:33. ->49:15.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,9,"[""Journalism""]",,ME,,"Mar 10, in NRZ. N/s.",ObjectId(630af2b45e934cb195acb3cc),146,1849: Mar 9.,,true,Mar,,,,,10,,,,,,,,,,MECW 9:33. ->49:15.,Mar,9,1849,Mar,1849,,Rüge.,ME0146,,,,Ditto.,true,1849,"[""recWIsVX6LBzrWUlC""]",true
MEW 6:298-99.,,"Stein. [G] Ditto. (W) By M/E; authorship not ascribed. (D) 1849: Feb 16. (P) Feb 18, in NRZ. N/s. (S) MEW 6:298-99. (Tr) MECW 8:390. ->49:10.",,1,"[""German""]",1,,By M/E; authorship not ascribed.,,16,"[""Journalism""]",,ME,,"Feb 18, in NRZ. N/s.",ObjectId(630af2b45e934cb195acb3e3),167,1849: Feb 16.,,true,Feb,,,,,18,,,,,,,,,,MECW 8:390. ->49:10.,Feb,16,1849,Feb,1849,,Stein.,ME0167,,,,Ditto.,true,1849,"[""recmLPZtlMPnUlDkA""]",true
